movie,user_review,sentiment
True Romance,"Tarantino wrote an outstanding story/script and Tony Scott perfectly captured his vision on screen.True Romance is probably the best romance film I have ever seen, and the fact that Quentin Tarantino had something to do with it gives you the answer as to why. Ultra violent and seedy, you wouldn't expect anything less..., Tarantino seriously sprinkles some hardcore magic dust onto all of his projects creating the quality and style we are used to from him. Clarence Worley (Christian Slater) receives an unexpected gift for his birthday, a prostitute called Alabama Whitman (Patricia Arquette), but Clarence falls in love with Alabama and vows to free and marry her, he does so by confronting her pimp Drexl Spivey (Gary Oldman) and ""accidentally"" kills him. Clarence breaks the news to his new love and reveals he has succeeded in taking back her possessions from Drexl, but the contents of the suitcase aren't Alabama's possessions, it is a large quantity of cocaine. The couple agree to leave Detroit and travel to California with the drugs as Clarence's contact, Dick Ritchie (Michael Rapaport) can sell the drugs there. High-jinks and classic twists and turns ensue as the mob lead by Vincenzo Coccotti (Christopher Walken) want what they claim to be theirs (the cocaine) back. This leads to a rather hilarious scene between Walken and Dennis Hopper, filmed in vintage Tarantino style, having a comical discussion before Hopper is shot dead. Clarence and Alabama arrive in California where they meet Dick, his roommate Floyd (Brad Pitt) and a guy called Elliot (Bronson Pinchot), Elliot agrees to get rid of the drugs and makes the arrangements with Lee Donowitz (Saul Rubinek).At this stage in the film, there is a very aggressive fight, akin to domestic abuse between one of the mobsters played by the late James Gandolfini and Alabama. This scene can be upsetting to some viewers as Alabama is seriously knocked about and in a critical condition towards the end, her face is a mangled mess and her body is cut, bruised and bleeding; yet in a cinematic sense the scene is quite beautiful and one of the most famous in this very infamous film. True Romance is enjoyable because of the aforementioned ""magical Tarantino touch"" or MTT for short, the guy can take literally anything and turn it into gold, there's no other way to explain why this film is simply so good, the plot is simple, the whole story is simple, but it's how it's filled that counts, and True Romance fills its story with integrate little details, paying attention and making even its slower points or ""filler"" meaningful and enjoyable, this is something not a great deal of films bother with. Pop culture runs wild in True Romance, as it does in the equally enjoyable Pulp Fiction, the music, bright colours, tongue in cheek language and dialogue, it pulls no punches and holds nothing back for anyone, a complete and utter politically incorrect film. I was astounded by the amazing performance and work rate put in by Patrica Arquette, who could've guessed that in her younger days she really was a stunner? Perfect for the role of Alabama, her chemistry with Christian Slater was so convincing too, and his performance was one of my favourites of all his films. A cult classic in every sense, and a highly enjoyable film to boot, I could watch True Romance over and over and never grow tired, just brilliant!",negative
True Romance,"With at least 12 `starring actors' in character and supporting rolls, half of them legends or mega stars; this Tarantino tale defies a short review.  The different levels on which this movie works are impressive. As a love story we begin to believe that the quirky `loser' couple is unconditionally bound together.  As a pseudo `film noir' we begin to care about the fate of the central characters.  In the suspense/thriller/crime drama mode there are plenty twists and turns to push us to the edge and pull us back just in time.  The action scenes are deliciously violent and unlike most other films, this one gives us pinches of humor sprinkled in amidst the mayhem.   Even `the King' alter ego is woven in credibly enough to improve our understanding of the Clarence Worley character.The plot, albeit original, fresh and mesmerizing, seems somehow secondary to the characters and the characterizations.  Any of several rolls could have been performed over the top by what seemed to be an ensemble cast. But director Scott lets the talent go just far enough. Even the remainder of the supporting cast is wonderful; Saul Rubinek in particular does a terrific job as the puffed-up/ego-feeding movie producer.  Hollywood missed giving this movie and its cast proper recognition.With enough memorable scenes and talented stars to fuel a half a dozen blockbusters, True Romance gives us the `best bang for our buck' in years. The Walken/Hopper scene alone is worth the `price of admission' not to mention the Gandolfini/Arquette and Slater/Oldman match ups.  This can only be described as a `wonderfully wicked movie' for its tantalizing content, smart dialog and toothsome violence.Put the kiddies to bed, be prepared for rough language, adult themes and graphic violence and enjoy a `not for the faint of heart' masterpiece.",positive
Carlito's Way,"Right well I can say this is one of my favourite gangster films ever, and I truly regard it almost as highly as good fellas or the godfather.This is simply because of the way the story catches you. Pacino delivers an excellent performance (do you really expect any less from him?) as the main guy Carlito who just wants out of the whole gangster game. By his side is the almost unrecognisable Sean Penn. An afro wearing cocaine addict who just seems determined to lure Carlito back into the kind of world he is trying to leave.This film is easy to enjoy with a great story and a great cast. And if you look carefully enough you can see a young Viggo Mortensen (Aragorn from lord of the rings in case you don't know) as a crippled low life. Made me chuckle.Anyways, i give this movie 10/10",negative
Carlito's Way,"Al Pacino, Sean Penn, and Penelope Ann Miller create an artistic and romantic twist to the gangster genre in Carlito's way, story of a convicted gangster by the name of Carlito Brigante, known to his ex-lover as Charlie, who manages to get his way out of jail thanks to crooked drug-addicted lawyer David Kleinfield. After his release, he's convinced himself that he's never going back to his life of crime, but before he knows it, he's inevitably being pulled back thanks to his corrupt friends and family.While Scareface centered around the action and grittiness of the gangster life more then anything else, Carlito's Way tends to lean to the romantic side, giving the film an artsy twist. For example, in one scene there is a close up shot of a revolver, the chamber slowly moving to an empty slot. There is another famous scene with Carlito inside of a dark bathroom, his back against a wall with a pistol in hand. The way the camera is placed, the way Carlito is standing, and the way the lighting reflects off of the wall and his leather jacket are all taken in to account by De Palma. To make a long story short, Carlito's Way is very beautiful, and this is all thanks to De Palma. He directs the movie very well, you can tell that he put some true dedication in to this film.Needless to say, the acting is incredible, no matter what you might be hearing. Al Pacino is as always great, and Penelope Ann Miller is as well. But most of the time you'll find yourself deeper inside Sean Penn's character then Pacino's or anyone else's. He's steals nearly every scene he's in, if not then he steals all of them. He's almost too convincing.The scores are very, very strong and add on to the artistic feel to the movie. Not only do they add on to that, but it adds to the tension, the romance, and the tears as well.To sum it all up, Carlito's Way is the best gangster film ever made. I love it more and more every time I think about it.*****/*****Riveting.",positive
The Untouchables,"When I was 11 or 12, I thought that this was the coolest movie ever made. And why not? It had some great action scenes, extremely good heroes, and extremely nasty villains. On that level, the film is perfect. Now that I'm a bit older, I still enjoy the film a lot, just not as much as I used to. It certainly isn't on my top ten list.In the 1930's, Prohibition is in full swing, and Chicago mob boss Al Capone (Robert De Niro) rules over his empire with bombs, bribes, and machine guns. Since Prohibition is very unpopular with the American people, who's going to stand up to Capone? Enter straight-laced young Treasury Agent Elliot Ness (Kevin Costner), who wants to do the right thing but realizes that the methods required are much more unorthodox, what with the corrupt police department and all. He enlists the help of an aging beat cop (Sean Connery in an Oscar-winning performance), a nebbish accountant (Charles Martin Smith) and a young police cadet who's a crack shot with a pistol (Andy Garcia) and begins taking down Capone ""the Chicago way"". After many shootouts, liquor raids, and assassinations, it all comes down to a climactic showdown - on the roof of a crowded courthouse! - between Ness and Capone's chief henchman, Frank Nitti (Billy Drago).The movie is, as has been pointed out, much more faithful to the original television series with Robert Stack than the historical record, of which it bears virtually no resemblance, not that that is necessarily a problem. In real life, there were up to a dozen ""Untouchables"", whose success was very limited, and never got into any actual shootouts with Capone (though Capone did try to kill Ness himself on at least two occasions). Capone thought of Ness as a publicity seeking nuisance, nothing more; the two never even met face-to-face. Frank Wilson and the IRS had a LOT more to do with Capone's indictment than Ness and the Untouchables ever did. And of course Frank Nitti lived for over a decade after Capone was jailed.That being said: who cares? This was intended as a fun, classy action movie, not a historical documentary. The movie is extremely authentic in attention to period detail, and though a bit over-the-top, it succeeds in its primary objective: to entertain. The movie was meant as a cross between a classy gangster film and a good old-fashioned cops'n'robbers shoot-'em-up, and was highly successful at that.The acting is great all around, with Costner and Connery in particular giving one of their best performances. Costner does a creditable job at making Ness go from a greenhorn do-gooder (the scene where he yells at the corpse of a gangster he's had to kill is one of the movie's few weak moments) to a tough, hard-assed veteran in a little over two hours, no mean feat. Connery does a great job as Malone, the aging, guilt-ridden cop who becomes Ness's mentor (though his death scene is a bit overdone, I must admit I actually cried the first time I saw it!). Garcia and Smith have somewhat less to do, though each have their moments (Smith sipping bootleg whiskey during the bridge ambush, and Garcia's initial confrontation with Ness and Malone). De Niro, who made a career playing gangsters, takes the logical step of playing THE single most famous gangster of all time, Al Capone, and DeNiro, Method actor that he is, does a great job managing to look, sound, and act the part, despite very limited screen time (does ANYONE come away from this film not remembering the infamous baseball scene?). Drago fits the part of a sneering, one-dimensional villain, and manages to make Nitti a menacing and even charismatic character despite having little to work with. Other talented character actors - Richard Bradford, Jack Kehoe, Patricia Clarkson, Brad Sullivan, Del Close, Clifford James - round out the cast.Where the movie excels, however, are its action sequences. The ambush of Capone's bootleg convoy at the Canadian border is simply exhilarating, and the suspenseful rooftop shootout between Ness and Nitti is extremely memorable as well. But what steals the show is the wonderfully done ""Potemkin"" homage in Union Station, where Ness and Stone try to apprehend Capone's book keeper, take out his bodyguards, AND save a baby carriage pluming down the stairs. Virtually the whole scene is done in slow motion, and is indescribably intense and even beautiful.Ennio Morricone provides a wonderful score, and I'm not sure why he dislikes it so much, as he's said in interviews. True, it's not up to par with his works for Sergio Leone's films, but what is? He provides an exhilarating, heroic score which captures the feel and tone of the movie perfectly (though for my money, the heartbreaking ""Death Theme"", played on solo saxophone, is the best track).Overall, ""The Untouchables"" is NOT a great gangster film, like ""The Godfather"" or ""Once Upon A Time In America"", nor is it an accurate account of the real-life events it portrays. But it's a fun, extremely stylish, well-made and enjoyable film, and on that score, I can wholeheartedly recommend it.Score: 8/10.",negative
The Untouchables,"""The Untouchables"" is in my opinion De Palma's greatest work, with his other masterpiece, namely ""Scarface"", coming a very close second. In ""Scarface"" the focus is on a paranoid and self-destructive gangster who rises to meteoric heights and then falls; in ""The Untouchables"" the focus is on a very honest man with a noble mission, Elliot Ness (Kostner), who is prepared to do anything to clean Chicago from the corruption and mayhem caused by the notorious gangster Al Capone (De Niro). His quest is really tough, as his opponent is determined and powerful, but he has the help of three invaluable partners: Malone (Connery), a no-nonsense experienced cop, Wallace (Martin Smith), an accountant who will try to help bring tax charges against Capone, and Stone (Garcia), a great shooter.As I noted before the film is brilliantly directed, with some scenes such as the one with the baseball bat, or the one with the baby in the train station, having become classic. The acting is superb, and while Connery was the one who received his well-deserved Oscar, Kostner and De Niro made Oscar-class performances too.Although belonging to a typical genre, this film certainly stands out. Don't miss it! 10/10.",positive
Dawn of the Dead,"""When there's no more room in hell, the dead will walk the earth"".Romero completes the 2nd entry in his series of living dead movies. Four friends (Two PA. SWAT team members, a pilot, and a television studio coordinator) hijack a TV studio's helicopter in their effort to escape Philadelphia, which is being over-ran by zombies. The friends eventually find an abandoned mega mall (After days of flying), land the chopper on the roof, and barricade themselves in the mall; eventually killing the remaining zombies in the complex. After months of solitude in the mall, the friends come under siege from outside forces.A marauding band of bikers (Living human bikers) force their way into the mall to gather fresh supplies. Romero shoots a night long shot from the protagonist's perspective as they see the motorcycle headlamps charging toward the mall. The shot reveals that it's a biker gang of at least 50 strong. Romero establishes the frustration felt by his main characters', as the bikers trash their hideout and let 1000's of zombies into the mall, by using close-ups of the main character's fear, panic, and frustration.To show the bikers smashing into the mall, Romero uses a series of fast paced long and medium shots. These shots establish how fast the bikers are moving, the tragic scale of zombie infiltration, and the brutal but skilled tactics of the biker gang. We feel the utter helplessness of the main characters, the strength of the biker gang, and terror of the zombies waiting in the parking lot. This scene is tragic, as we have grown attached to the protagonists and their plight, and watch all their efforts to live shattered.""Day"" was not well received by most critics because of the extreme graphic violence, which FX wizard Tom Savini designed so masterfully. One can't help but to grow attached to the main characters as they struggle to keep the mall secured from zombies and eventually a marauding band of bikers. This film is a must see for all avid horror fans, while those with weak stomachs are advised to stay away. A marauding band of bikers (Living human bikers) force their way into the mall to gather fresh supplies· Romero shoots a night long shot from the protagonist's perspective as they see the motorcycle headlamps charging toward the mall. The shot reveals that it's a biker gang of at least 30 strong· Romero establishes the frustration felt by his main characters as the bikers trash their hideout and let 1000's of zombies into the mall, by using close-ups of the main character's fear, panic, and frustration· To show the bikers breaking into the mall, Romero uses a series of fast paced long and medium shots. These shots establish how fast the bikers are moving, the tragic scale of zombie infiltration, and the brutal but skilled tactics of the biker gang· We feel the utter helplessness of the main characters, the strength of the biker gang, and terror of the zombies waiting in the parking lot · This scene is tragic, as we have grown attached to the protagonists and their plight, and watch all their efforts to live shattered",negative
Dawn of the Dead,"When you want brutal, look no further, but when you also want to see perhaps the greatest of all comic-book movies not based on a comic-book, it's in George Romero's original take on his continuing mythology. It's not just one of the towering horror films, or horror comedies (what will a poor dead fellow do when the escalator starts?!) but one of the great sequels, more ambitious and ass-kicking than its predecessor, with a filmmaker more confident and technically proficient with his abilities.Romero didn't originally want to do *any* sequel to his original 'Night', but after a visit by some friends to a soon-to-open mall nearby his hometown of Pittsburgh, it struck a chord as to who would be coming here – and what so much consumerism in one place would mean. ""Why do they come here?"" one of the four survivors that happens upon this mall swarming with these flesh-eaters asks another. ""This meant something to them. Instinct, maybe. This was an important part of their lives,"" he responds.I don't think necessarily Romero meant to show the film as any sort of 'This is what will happen!"" type of social horror thing. It's more about, this is where we are at NOW, and in that sense, though broader and a whole LOT bloodier, it holds a place right next to a film like Network as one of the magnificent satires of its time and place, and as much about what the public is like. Romero acts as both pessimist and optimist in this world though; past all the chopped limbs, exploding heads (oh yeah!), Tom Savini stunt and make-up and intestines ripped apart, what holds up the film for me is seeing these four characters come to grip with the horror they've made for themselves, holding up in this ""paradise"" of a mall.Balls-to-the-wall horror, social horror, and some genuine paranoid horror stuff (note to self, never try and fire a gun at a single zombie when in a dark room full of electrical wiring and pipes), and plenty of rock and roll attitude, this is a personal favorite and the most entertaining horror film of its time. And the Goblin music soundtrack yummy.",positive
Night of the Living Dead,"This movie succeeds in many respects, that it is the prototype of modern zombies, and many movie situations. It's also good as to where the emphasis is (story and characters) and that it has substance.The emphasis isn't so much on the zombies but on the characters and how they deal with the zombies; the debate as to the best defence, the escape plan. The characters (aside from Harry Cooper) are sympathetic, Ben is just trying to keep the zombies out and figure an escape, Barbara is shocked and delirious, Tom and Judy want to stay together, Helen trusts the judgement of others and cares for Karen, and Karen is unwell. The movie is not boring either, it doesn't drag out, and long.Not only is it the beginning of the zombie genre as we know it, it's also appears to be the beginning of the concept of being besieged that make up many horrors and sci-fis. While there is a debate in the farmhouse, the zombies know what they want and they all want it. And while they aren't a team they do not fight amongst themselves. In modern movies where the protagonists are besieged, the enemy is intelligent, physically strong, fearless, stealthy (in some cases), unusual, works together, often has superior numbers, and has often never been fought before. A number of these factors are possessed by the zombies in this movie. The besieged protagonists in many movies have to deal with limited resources, frightened members, injured members, and an enemy from within. This concept has been passed on to numerous movies since (such as the other ""Dead"" movies, Aliens, Ghosts from Mars, and Dog Soldiers as well as many others), but none have really given the entertainment and substance that this has, with Aliens being the only exception. I cannot speak of the succeeding ""Dead"" movies as I have not yet seen them.This film also has substance (however even though most horror movies are predictable, plot less, and clichéd that is what quite often makes them my escapism; but this one is still superior); there is a plot, the story flows well, has structure, and there are no inconsistencies. It's also backed up with a social commentary, I am not saying a good movie needs to send a message, but it adds to the goodness of this film. It's a social comment on the late Vietnam War era; the establishment don't know what to do and humans are being made into killers (quite literally). And even if you disregard the social-commentary, it still makes good entertainment.The movie achieves everything above, without the use of stunts and over the top special effects.All in all, the result is a good movie, good characters, structure, and substance. One of the best horror movies ever. It has earned itself a 9/10. Romero and Russo do many proud, judging from the votes.",negative
Night of the Living Dead,"This landmark 1968 horror-shocker is a great example of what can be done with a limited budget, a simple idea, and some dedicated and talented participants. Very nicely shot, mostly well acted, NOTLD grabs your attention from the very beginning to the very end - and what a classic end it is.The story begins with Barbara (Judith O'Dea) and her brother visiting the grave of a friend of their mother, and takes off almost immediately, as they are attacked by a horde of cannibalistic zombies. Narrowly escaping, but losing her emotional balance in the process, Barbara escapes to a house a bit farther down the road where she meets Ben (Duane Jones), the hero of the film. They discover a family with a sick little girl and a young couple in the basement of the house and they all get to work barricading themselves in and preparing weapons and other defenses. The rest of the story concerns the group dynamics between these survivors as the dead close in on their refuge, the story of what is going on in the rest of the USA - revealed through TV reportage and radio broadcasts, and sheer survival. The human side of this film is an interesting and accurate character study concerning what happens to people whose very lives are threatened.The horror of this film is, unlike a lot of its recent descendants, less a matter of blood and gore than a matter of the real active horror of realistically depicted scenes of murder, death and cannibalism. Though the black and white footage involving blood and gore is certainly effective, there may not be quite enough of it for today's average horror fan. The photographic techniques of this film are innovative and powerful - showing just enough of the sheer hideousness of the film's basic concepts to disturb viewers, but not enough to allow them to detach from the film's protagonists.I strongly recommend this film to anybody interested in the art of film making, and to those who enjoy the horror genre, though it is hard to imagine any serious horror fan who hasn't already seen this.",positive
In the Heat of the Night,"This film really starts off well.  It is tense, you can feel the heat, and there is some real suspense.  The beginning, however, is a good as this film gets.  It is downhill from there.  Jewison does a good enough job directing this film.  The problem with it, however, lies in the script by Silliphant.  It is a script that tries to be socially conscious, and build that around a mystery or investigation.  This doesn't work out very well however, for numerous reasons.First of all, Poitier as Mr.Tibbs, and Steiger as Gillespie are both good, but Steiger is excellent in his role.  The problems of this film cannot be blamed on either of its leads.  They were both excellent and carried themselves well.  The only thing that keeps this otherwise bland mystery going is the interaction between the two.  The problem though, and this is a scripting and story problem, is that the relationship between the two is extremely repetitious throughout the movie.  Steiger constantly tries to best Poitier, and then likes him, and then tries to best him and so on. There is really nothing new to it, no real layers.  The first scenes with the two are excellent, and then its the same thing for the rest of the film.Another thing that bothered me even more is the fact that the film is never subtle in its attempts to show the downfalls and ignorance of racism.  There is racism against Mr.Tibbs throughout the whole film, and it gets worse. They are never subtle, he is a black man in a white mans town.  There are cotton picking negros in the film, and he is always looked down upon with lines like ""why are you wearing white mans clothes"" and so on.  The focus of the film becomes the racism, but its not done in an intelligent manner, and detracts greatly from the suspense and story.****POSSIBLE SPOILER**** I was ill impressed with the resolution of the main murder as it is.  I hate, and I must repeat this, I always hate when a minor character, that we have barely been introduced to, ends up being a major player when the movie resolves itself.  Of course we can never solve the mystery because we don't have the information required to do so.  It never impresses me when a nobody is the guilty party.  I mean, some guy that is only in two scenes in the film, who works in a little diner, that we know nothing about, becomes the killer.  Of course I would be surprised by the resolution because it comes out of nowhere.  Thats not impressive to me at all.  A movie like 'Arlington Road', where we know all along who does it, but they still plant seeds of doubt and have a stellar ending, now thats impressive.  This murder mystery however was not.So overall its really not that great.  There are more effective movies about race relations, and ones that are done in a much more clever and intelligent manner.  The film is never subtle and could have been excellent, but ends up falling short and becomes just a mediocre film at best.  Not highly recommended.  6 out of 10.",negative
In the Heat of the Night,"One of the great films of the 60s, ""In the Heat of the Night"" hasn't aged a bit in the four decades since its release and now deserves to be ranked with the great films of all time. Beautifully atmospheric, Haskell Wexler's brilliant cinematography and Norman Jewison's first rate direction make you feel the humidity of the small Mississippi town in which a black detective teams with the redneck sheriff to solve the murder of an important industrialist.As sheriff Bill Gillespie, Rod Steiger is superb in his Oscar winning role, and this film provides Sidney Poitier with some of his greatest screen moments, including his famous admonition to Steiger that became the title of the less impressive 1970 spin off: ""They call me MISTER Tibbs!"" This is one of the few politically correct films to make its point without resorting to heavy-handed, sanctimonious preaching. Stirling Silliphant's Oscar winning screenplay never hits a false note, and the change that occurs in the relationship between the leading characters is subtle, and, therefore, believable. The two stars are ably supported by an outstanding cast of both veterans (Lee Grant, Warren Oates, Beah Richards) and newcomers (Scott Wilson, Quentin Dean, and the delightfully creepy Anthony James). The score by Quincy Jones, featuring Ray Charles' rendition of the title song, captures the proper mood throughout. In a year when the odds-makers were predicting an Oscar victory for ""Bonnie and Clyde"" or ""The Graduate,"" ""In the Heat of the Night"" surprised the prognosticators by taking the Best Picture prize and four other Oscars. Considering its theme of racial tolerance, it seemed an appropriate choice at an Oscar ceremony that was postponed following the assassination of Martin Luther King, Jr. The film's theme made it timely, but its artistry makes it timeless. The Academy made the right choice.Brian W. Fairbanks",positive
Charade,"I prefer to think of Charade as more of a light-hearted suspense movie more concerned with romance than a hard nosed thriller.  Though the film can be classified as such, the screenplay takes more time to work on the relationship between the two main characters than the average thriller does. And of course it doesn't hurt to have Audrey Hepburn and Cary Grant, two wonderfully charismatic actors, as your leads. Very well written dialogue for the characters only increases the enjoyment. The film wisely focuses on them and leaves the thrills to the background.  Not to say that stuff isn't well written.  The idea isn't terribly enthralling, but it's executed with enough twists and turns to keep you interested, though if you're anything like me you'll see the surprises coming a mile off.  That was probably the weak point of the film.  It was simply too predictable.   And though I loved the two main characters and I'm glad the film focused on them, I would have like to have seem just a bit more time allotted to the three bad guys.  A little more sculpturing could have made them more effect heels than they were, not that they were bad.  Thanks to Grant and Hepburn, and a devotion by the screenwriters to make their characters great, the film is fun to watch.  The suspense is there, but not amazingly thrilling.  7.5/10* * * 1/2 / * * * *",negative
Charade,"Let's see: what we got here is one of the best romantic-comedy/thriller scripts ever made, one of the best Hollywood directors from 50's and 60's, the more elegant and classy actress ever (Audrey Hepburn), the more elegant and classy actor ever (Cary Grant), two of the best ""tough guys"" from the big screen (G. Kennedy and James Coburn), one of the best comedy actors ever (Walter Matthau), and the city of Paris. Nothing could possibly go wrong, don't you think? Audrey Hepburn is Reggie Lambert, an American girl married to a swiss guy called Charles Lambert (at least that's what she thinks)... She's spending her holidays in some ski resort with her best girlfriend Sylvie and the son of hers. Reggie has decided to divorce her husband, so she gets back to Paris. Once there she found out that her husband's been killed. From this moment on she gets involved in the funniest spy plot ever.Watching Charade you'll have an smile on your face from the beginning till the very end. And you'll burst out laughing in many moments of the movie. Stanley Donen gets out of every sequence very skillfully and, as he did before in Seven Brides or Singin' In The Rain, he probes he's an outstanding filmmaker. There're two names that come into my mind every time I watch this movie: Alfred Hitchcock and Blake Edwards. In Charade, Stanley Donen merged suspense and romantic-comedy in the best possible way. Actor's selection is just perfect, the chemical between Hepburn and Grant is simply unbeatable. One more perfect couple to add to Hollywood's Couple's Hall Of Fame: side by side with Katharine Hepburn-Spencer Tracy, Katharine Hepburn-Cary Grant (him once again!), Lauren Bacall-Humphrey Bogart... It's not easy to find two actors so compatible. What to say about George Kennedy or James Coburn? Best known for their roles in action movies, they do their best as CIA agents. And least but not less, we got Walter Matthau, one of the best comedy actors ever (I should've put Walter Matthau-Jack Lemon in my Couple's Hall Of Fame!) doing the best he can (that is a lot!) as (in principle) an American Embassy employee. So if you liked North By Northwest or Breakfast At Tiffany's, if you think that there's never been a more classy actress than Audrey Hepburn, if you do believe that Cary Grant's been one of the more talented actors ever (and one of the funniest ones)... please, don't miss Charade. You'll spend one of the times of your life. Aur Voir, Mon Amis!My Rate: 10/10 or even higher.",positive
The Manchurian Candidate,"A platoon of U.S. soldiers is kidnapped and brainwashed during the Korean War. One of them, Raymond Shaw (Laurence Harvey), is trained to be an assassin once he returns to the U.S. Another (Frank Sinatra) tries to unravel the mystery of what happened during the war due to his nightmares.The screenplay by George Axelrod (based on the book by Richard Condon) seems busy at first but it concludes perfectly in three successive scenes at the end - all of them perfectly executed and edge-of-your-seat thrilling.The first is between Harvey and Sinatra. It is a perfect wrap-up of all that happened during their war imprisonment.The second is between Harvey and Angela Lansbury who portrays his mother, an anti-Communist viper whose extreme ambitions are forced onto her husband (Raymond's stepfather), a dupe of a U.S. Senator. (Back in those days, politically ambitious women - both good and not so good - could not have their own careers so they had to manipulate and groom a man in their place.) As Lansbury uncovers more truth in this scene, she is chilling - not just for the information she reveals but the shocking way she delivers it.The final grand conclusion takes place at a presidential nomination convention at Madison Square Garden . The brilliant use of a crowd scene adds further thrill to an event that is even more shocking than the scenes that precede this one. Despite knowing the conclusion, my heart was pounding before the grand event. This scene alone shows the true mettle of director John Frankenheimer who has done a great job overall. (Another great scene is the brainwashing scene at the beginning.)Among the performances, Sinatra is great as the hero while Harvey is peerless as someone whose mind doesn't fully belong to him. Yet even in this great company, Lansbury stands out. - dbamateurcriticOUTSTANDING ACHIEVEMENTS:Directing by John FrankenheimerActing (in a supporting role) by Angela Lansbury",negative
The Manchurian Candidate,"Time is the ultimate judge, isn't that what they say? Well 1962's The Manchurian Candidate is all the evidence I need. It feels ahead of it's time still and so relevant. In 2004, Jonathan Demme - one of my heroes - remade it with Meryl Streep - one my favorites - and Denzel Washington - one of my favorites - and the whole thing felt so old hat that I had to see John Frankeihemer's 1962 version again. Wow! Angela Lansbury creates one of the greatest villains in movie history. She is phenomenal and like it happens she's the kind of monster you can't have enough of. Frank Sinatra is really good here and the creepiness of Laurence Harvey is unsurpassed. So, well, yes, time has confirmed and protected the greatness of this outrageous thriller.",positive
The Big Sleep,"I'm trying to piece together a story about noir, what it is, how it works and where it came from. It seems to me that noir -- what I call noir -- is bigger than what it is normally tagged as. Its deep, a new notion of how the world works and how we narrate it. I think like jazz, its peculiarly American in origin. The backbone of noir, I believe comes from a stew of experiments in the thirties with legs in the detective story and the movie-about-movies or ""shows."" It became more distinctly cinematic and tied to formal narrative devices with ""Citizen Kane."" That's my story and I intend sticking to it. After that, you can see how the young thing was shaped, not entirely with deliberation. I think this was a milestone of noir and much of it was by accident.The books are based on one simple notion, I believe, that Marlowe was the only soul we see that isn't trying to force the universe, trying to be someone. He just is. He just accepts the world and what it serves up, perhaps noticing that the world seems to be designing coincidental impediments. (These are created by us watching, but that's another story.)Plus, he is primarily motivated to ""see"" what things are all about. Halfway through this, he apparently solves the problem, but still has to keep looking, ""detecting."" Now for the accidental amplification of the genre. Books nearly always are reduced in translating to film. There's just more space for more events in books. But with this type of mystery, you just cannot take bits out. So Faulkner and partner kept it all in, all wedged together. Its too much and confuses the ordinary viewer, at least the kind who really wants to ""understand."" But the whole point of noir as it has grown up is that fate is capricious and that the world presents some ""dark logic"" that we can't quite reach. We can sort out the shreds that fall from the sky, but beyond is some machine that we can never see.So the fact that this movie makes less sense than we expect matters. I think it is an accident of talent, that it wasn't intended. But its effective as all getout to be encountered with confusion just as Marlowe is, though he gets to pull his ear. And we just get to pull our eyes.There's a strange overlay between the zen acceptance that Marlowe has for the inexplicable world, and the fact that overtly horny women flock to him. I think the attraction is less the usual wisdom and strength, but a similar sort of calmness that comes from simple recognition that the world isn't logical. Ted's evaluation: Worth watching.",negative
